employee,cluster,checkIn,checkOut,hoursWorked,status
Karan Kapoor,Noida Cluster,2026-06-28T03:37:00.000Z,2026-06-28T11:37:00.000Z,8,ON_TIME
Deepika Iyer,Gurgaon Solution Cluster,2026-06-27T06:12:00.000Z,2026-06-27T15:12:00.000Z,9,LATE_CHECKIN
Varun Malhotra,Delhi NCR Cluster,2026-06-27T06:10:00.000Z,2026-06-27T15:10:00.000Z,9,LATE_CHECKIN
Varun Pillai,Gurgaon Solution Cluster,2026-06-27T05:56:00.000Z,2026-06-27T17:56:00.000Z,12,LATE_CHECKIN
Swati Chauhan,Noida Cluster,2026-06-27T05:41:00.000Z,2026-06-27T14:41:00.000Z,9,LATE_CHECKIN
Harsh Chatterjee,Unassigned,2026-06-27T05:13:00.000Z,2026-06-27T12:13:00.000Z,7,LATE_CHECKIN
Diya Verma,Delhi NCR Cluster,2026-06-27T05:04:00.000Z,2026-06-27T13:04:00.000Z,8,LATE_CHECKIN
Harsh Chauhan,Noida Cluster,2026-06-27T05:02:00.000Z,2026-06-27T09:02:00.000Z,4,LATE_CHECKIN
Swati Ghosh,Manesar Cluster,2026-06-27T04:50:00.000Z,2026-06-27T12:50:00.000Z,8,LATE_CHECKIN
Swati Tiwari,Noida Cluster,2026-06-27T04:49:00.000Z,2026-06-27T14:49:00.000Z,10,LATE_CHECKIN
Simran Reddy,Delhi NCR Cluster,2026-06-27T04:49:00.000Z,2026-06-27T12:49:00.000Z,8,LATE_CHECKIN
Ishaan Singh,Unassigned,2026-06-27T04:23:00.000Z,2026-06-27T12:23:00.000Z,8,ON_TIME
Harsh Saxena,Gurgaon Solution Cluster,2026-06-27T04:15:00.000Z,2026-06-27T13:15:00.000Z,9,ON_TIME
Karan Kapoor,Manesar Cluster,2026-06-27T04:15:00.000Z,2026-06-27T11:15:00.000Z,7,ON_TIME
Ankit Kumar,Gurgaon Solution Cluster,2026-06-27T04:14:00.000Z,2026-06-27T11:14:00.000Z,7,ON_TIME
Rahul Ghosh,Gurgaon Solution Cluster,2026-06-27T04:12:00.000Z,,,MISSED_CHECKOUT
Rahul Gupta,Faridabad Cluster,2026-06-27T03:50:00.000Z,2026-06-27T09:50:00.000Z,6,MISSED_CHECKOUT
Neha Chauhan,Gurgaon Solution Cluster,2026-06-27T03:35:00.000Z,2026-06-27T10:35:00.000Z,7,ON_TIME
Simran Verma,Delhi NCR Cluster,2026-06-27T03:35:00.000Z,2026-06-27T10:35:00.000Z,7,ON_TIME
Gaurav Pillai,Delhi NCR Cluster,2026-06-27T03:30:00.000Z,2026-06-27T08:30:00.000Z,5,MISSED_CHECKOUT
Ritu Malhotra,Noida Cluster,2026-06-26T06:26:00.000Z,2026-06-26T14:26:00.000Z,8,LATE_CHECKIN
Harsh Saxena,Gurgaon Solution Cluster,2026-06-26T06:06:00.000Z,2026-06-26T13:06:00.000Z,7,LATE_CHECKIN
Shreya Pillai,Faridabad Cluster,2026-06-26T05:58:00.000Z,2026-06-26T12:58:00.000Z,7,LATE_CHECKIN
Neha Chauhan,Manesar Cluster,2026-06-26T05:39:00.000Z,2026-06-26T13:39:00.000Z,8,LATE_CHECKIN
Rahul Ghosh,Unassigned,2026-06-26T05:27:00.000Z,2026-06-26T13:27:00.000Z,8,LATE_CHECKIN
Diya Verma,Manesar Cluster,2026-06-26T05:26:00.000Z,,,LATE_CHECKIN
Harsh Chauhan,Noida Cluster,2026-06-26T05:25:00.000Z,2026-06-26T13:25:00.000Z,8,LATE_CHECKIN
Simran Verma,Faridabad Cluster,2026-06-26T05:17:00.000Z,2026-06-26T12:17:00.000Z,7,LATE_CHECKIN
Karan Kapoor,Faridabad Cluster,2026-06-26T05:12:00.000Z,2026-06-26T12:12:00.000Z,7,LATE_CHECKIN
Swati Tiwari,Unassigned,2026-06-26T05:08:00.000Z,2026-06-26T11:08:00.000Z,6,LATE_CHECKIN
Divya Agarwal,Delhi NCR Cluster,2026-06-26T04:59:00.000Z,2026-06-26T13:59:00.000Z,9,LATE_CHECKIN
Swati Chauhan,Manesar Cluster,2026-06-26T04:58:00.000Z,2026-06-26T11:58:00.000Z,7,LATE_CHECKIN
Simran Reddy,Unassigned,2026-06-26T04:53:00.000Z,2026-06-26T12:53:00.000Z,8,LATE_CHECKIN
Varun Pillai,Faridabad Cluster,2026-06-26T04:44:00.000Z,2026-06-26T14:44:00.000Z,10,LATE_CHECKIN
Prashant Chauhan,Noida Cluster,2026-06-26T04:40:00.000Z,2026-06-26T09:40:00.000Z,5,LATE_CHECKIN
Meera Mehta,Unassigned,2026-06-26T04:15:00.000Z,2026-06-26T12:15:00.000Z,8,ON_TIME
Varun Malhotra,Gurgaon Solution Cluster,2026-06-26T04:15:00.000Z,2026-06-26T13:15:00.000Z,9,ON_TIME
Swati Ghosh,Noida Cluster,2026-06-26T03:58:00.000Z,2026-06-26T11:58:00.000Z,8,ON_TIME
Harsh Chatterjee,Manesar Cluster,2026-06-26T03:55:00.000Z,2026-06-26T07:55:00.000Z,4,MISSED_CHECKOUT
Ankit Kumar,Unassigned,2026-06-26T03:46:00.000Z,2026-06-26T12:46:00.000Z,9,ON_TIME
Deepika Iyer,Delhi NCR Cluster,2026-06-26T03:35:00.000Z,2026-06-26T08:35:00.000Z,5,MISSED_CHECKOUT
Rahul Gupta,Manesar Cluster,2026-06-26T03:35:00.000Z,2026-06-26T11:35:00.000Z,8,ON_TIME
Swati Ghosh,Faridabad Cluster,2026-06-25T06:22:00.000Z,2026-06-25T15:22:00.000Z,9,LATE_CHECKIN
Harsh Chatterjee,Gurgaon Solution Cluster,2026-06-25T05:47:00.000Z,2026-06-25T13:47:00.000Z,8,LATE_CHECKIN
Vikram Reddy,Faridabad Cluster,2026-06-25T05:47:00.000Z,2026-06-25T15:47:00.000Z,10,LATE_CHECKIN
Rahul Gupta,Faridabad Cluster,2026-06-25T05:28:00.000Z,,,LATE_CHECKIN
Harsh Saxena,Delhi NCR Cluster,2026-06-25T05:27:00.000Z,2026-06-25T15:27:00.000Z,10,LATE_CHECKIN
Meera Mehta,Unassigned,2026-06-25T05:27:00.000Z,2026-06-25T10:27:00.000Z,5,LATE_CHECKIN
Swati Tiwari,Faridabad Cluster,2026-06-25T05:16:00.000Z,2026-06-25T11:16:00.000Z,6,LATE_CHECKIN
Divya Agarwal,Gurgaon Solution Cluster,2026-06-25T05:05:00.000Z,2026-06-25T12:05:00.000Z,7,LATE_CHECKIN
Swati Chauhan,Delhi NCR Cluster,2026-06-25T05:01:00.000Z,2026-06-25T12:01:00.000Z,7,LATE_CHECKIN
Shreya Pillai,Unassigned,2026-06-25T05:00:00.000Z,2026-06-25T12:00:00.000Z,7,LATE_CHECKIN
Simran Verma,Delhi NCR Cluster,2026-06-25T04:43:00.000Z,2026-06-25T15:43:00.000Z,11,LATE_CHECKIN
Neha Chauhan,Gurgaon Solution Cluster,2026-06-25T04:40:00.000Z,2026-06-25T13:40:00.000Z,9,LATE_CHECKIN
Ankit Kumar,Unassigned,2026-06-25T04:32:00.000Z,,,LATE_CHECKIN
Ritu Malhotra,Manesar Cluster,2026-06-25T04:31:00.000Z,2026-06-25T12:31:00.000Z,8,LATE_CHECKIN
Prashant Chauhan,Delhi NCR Cluster,2026-06-25T04:24:00.000Z,2026-06-25T13:24:00.000Z,9,ON_TIME
Karan Kapoor,Faridabad Cluster,2026-06-25T04:20:00.000Z,2026-06-25T11:20:00.000Z,7,ON_TIME
Harsh Chauhan,Gurgaon Solution Cluster,2026-06-25T04:16:00.000Z,2026-06-25T12:16:00.000Z,8,ON_TIME
Ishaan Singh,Unassigned,2026-06-25T04:11:00.000Z,2026-06-25T12:11:00.000Z,8,ON_TIME
Varun Pillai,Faridabad Cluster,2026-06-25T04:08:00.000Z,2026-06-25T11:08:00.000Z,7,ON_TIME
Varun Malhotra,Delhi NCR Cluster,2026-06-25T03:59:00.000Z,,,MISSED_CHECKOUT
Deepika Iyer,Manesar Cluster,2026-06-25T03:57:00.000Z,2026-06-25T12:57:00.000Z,9,ON_TIME
Diya Verma,Unassigned,2026-06-25T03:52:00.000Z,2026-06-25T12:52:00.000Z,9,ON_TIME
Simran Reddy,Gurgaon Solution Cluster,2026-06-25T03:42:00.000Z,2026-06-25T09:42:00.000Z,6,MISSED_CHECKOUT
Varun Malhotra,Delhi NCR Cluster,2026-06-24T06:18:00.000Z,2026-06-24T13:18:00.000Z,7,LATE_CHECKIN
Neha Chauhan,Delhi NCR Cluster,2026-06-24T06:14:00.000Z,2026-06-24T14:14:00.000Z,8,LATE_CHECKIN
Karan Kapoor,Faridabad Cluster,2026-06-24T06:13:00.000Z,2026-06-24T15:13:00.000Z,9,LATE_CHECKIN
Ishaan Singh,Noida Cluster,2026-06-24T06:13:00.000Z,2026-06-24T11:13:00.000Z,5,LATE_CHECKIN
Diya Verma,Unassigned,2026-06-24T06:06:00.000Z,2026-06-24T13:06:00.000Z,7,LATE_CHECKIN
Swati Tiwari,Gurgaon Solution Cluster,2026-06-24T05:50:00.000Z,2026-06-24T09:50:00.000Z,4,LATE_CHECKIN
Simran Reddy,Faridabad Cluster,2026-06-24T05:42:00.000Z,2026-06-24T12:42:00.000Z,7,LATE_CHECKIN
Harsh Chauhan,Faridabad Cluster,2026-06-24T05:41:00.000Z,2026-06-24T12:41:00.000Z,7,LATE_CHECKIN
Prashant Chauhan,Noida Cluster,2026-06-24T05:38:00.000Z,2026-06-24T14:38:00.000Z,9,LATE_CHECKIN
Shreya Pillai,Delhi NCR Cluster,2026-06-24T05:32:00.000Z,2026-06-24T14:32:00.000Z,9,LATE_CHECKIN
Swati Chauhan,Gurgaon Solution Cluster,2026-06-24T05:16:00.000Z,2026-06-24T13:16:00.000Z,8,LATE_CHECKIN
Simran Verma,Faridabad Cluster,2026-06-24T04:57:00.000Z,2026-06-24T13:57:00.000Z,9,LATE_CHECKIN
Rahul Gupta,Faridabad Cluster,2026-06-24T04:55:00.000Z,2026-06-24T14:55:00.000Z,10,LATE_CHECKIN
Varun Pillai,Manesar Cluster,2026-06-24T04:48:00.000Z,2026-06-24T14:48:00.000Z,10,LATE_CHECKIN
Divya Agarwal,Gurgaon Solution Cluster,2026-06-24T04:27:00.000Z,2026-06-24T11:27:00.000Z,7,ON_TIME
Rahul Ghosh,Gurgaon Solution Cluster,2026-06-24T04:25:00.000Z,2026-06-24T11:25:00.000Z,7,ON_TIME
Vikram Reddy,Faridabad Cluster,2026-06-24T04:20:00.000Z,2026-06-24T11:20:00.000Z,7,ON_TIME
Deepika Iyer,Unassigned,2026-06-24T04:12:00.000Z,2026-06-24T13:12:00.000Z,9,ON_TIME
Swati Ghosh,Delhi NCR Cluster,2026-06-24T04:05:00.000Z,2026-06-24T12:05:00.000Z,8,ON_TIME
Harsh Saxena,Delhi NCR Cluster,2026-06-24T03:49:00.000Z,2026-06-24T10:49:00.000Z,7,ON_TIME
Ritu Malhotra,Delhi NCR Cluster,2026-06-24T03:43:00.000Z,2026-06-24T10:43:00.000Z,7,ON_TIME
Meera Mehta,Unassigned,2026-06-24T03:39:00.000Z,2026-06-24T10:39:00.000Z,7,ON_TIME
Gaurav Pillai,Noida Cluster,2026-06-24T03:34:00.000Z,2026-06-24T10:34:00.000Z,7,ON_TIME
Simran Reddy,Noida Cluster,2026-06-23T06:09:00.000Z,2026-06-23T14:09:00.000Z,8,LATE_CHECKIN
Meera Mehta,Noida Cluster,2026-06-23T05:58:00.000Z,2026-06-23T16:58:00.000Z,11,LATE_CHECKIN
Divya Agarwal,Faridabad Cluster,2026-06-23T05:51:00.000Z,2026-06-23T10:51:00.000Z,5,LATE_CHECKIN
Harsh Saxena,Unassigned,2026-06-23T05:40:00.000Z,2026-06-23T15:40:00.000Z,10,LATE_CHECKIN
Ritu Malhotra,Gurgaon Solution Cluster,2026-06-23T05:38:00.000Z,,,LATE_CHECKIN
Harsh Chauhan,Faridabad Cluster,2026-06-23T05:27:00.000Z,2026-06-23T13:27:00.000Z,8,LATE_CHECKIN
Harsh Chatterjee,Noida Cluster,2026-06-23T05:26:00.000Z,2026-06-23T10:26:00.000Z,5,LATE_CHECKIN
Karan Kapoor,Delhi NCR Cluster,2026-06-23T05:22:00.000Z,2026-06-23T13:22:00.000Z,8,LATE_CHECKIN
Shreya Pillai,Noida Cluster,2026-06-23T05:19:00.000Z,2026-06-23T13:19:00.000Z,8,LATE_CHECKIN
Rahul Gupta,Gurgaon Solution Cluster,2026-06-23T05:13:00.000Z,2026-06-23T13:13:00.000Z,8,LATE_CHECKIN
Swati Tiwari,Unassigned,2026-06-23T05:10:00.000Z,2026-06-23T14:10:00.000Z,9,LATE_CHECKIN
Simran Verma,Noida Cluster,2026-06-23T05:07:00.000Z,2026-06-23T12:07:00.000Z,7,LATE_CHECKIN
Rahul Ghosh,Faridabad Cluster,2026-06-23T05:02:00.000Z,2026-06-23T12:02:00.000Z,7,LATE_CHECKIN
Vikram Reddy,Faridabad Cluster,2026-06-23T04:59:00.000Z,2026-06-23T13:59:00.000Z,9,LATE_CHECKIN
Diya Verma,Delhi NCR Cluster,2026-06-23T04:57:00.000Z,2026-06-23T11:57:00.000Z,7,LATE_CHECKIN
Ishaan Singh,Gurgaon Solution Cluster,2026-06-23T04:36:00.000Z,2026-06-23T16:36:00.000Z,12,LATE_CHECKIN
Varun Pillai,Delhi NCR Cluster,2026-06-23T04:24:00.000Z,2026-06-23T12:24:00.000Z,8,ON_TIME
Gaurav Pillai,Gurgaon Solution Cluster,2026-06-23T04:21:00.000Z,2026-06-23T11:21:00.000Z,7,ON_TIME
Ankit Kumar,Faridabad Cluster,2026-06-23T04:21:00.000Z,2026-06-23T13:21:00.000Z,9,ON_TIME
Swati Ghosh,Unassigned,2026-06-23T03:45:00.000Z,,,MISSED_CHECKOUT
Prashant Chauhan,Manesar Cluster,2026-06-23T03:31:00.000Z,2026-06-23T11:31:00.000Z,8,ON_TIME
Neha Chauhan,Unassigned,2026-06-22T06:24:00.000Z,,,LATE_CHECKIN
Swati Ghosh,Faridabad Cluster,2026-06-22T06:13:00.000Z,2026-06-22T13:13:00.000Z,7,LATE_CHECKIN
Divya Agarwal,Noida Cluster,2026-06-22T06:07:00.000Z,2026-06-22T13:07:00.000Z,7,LATE_CHECKIN
Swati Tiwari,Manesar Cluster,2026-06-22T06:02:00.000Z,2026-06-22T15:02:00.000Z,9,LATE_CHECKIN
Simran Verma,Noida Cluster,2026-06-22T05:53:00.000Z,2026-06-22T14:53:00.000Z,9,LATE_CHECKIN
Harsh Chatterjee,Gurgaon Solution Cluster,2026-06-22T05:29:00.000Z,2026-06-22T12:29:00.000Z,7,LATE_CHECKIN
Diya Verma,Gurgaon Solution Cluster,2026-06-22T05:05:00.000Z,,,LATE_CHECKIN
Gaurav Pillai,Faridabad Cluster,2026-06-22T04:39:00.000Z,2026-06-22T11:39:00.000Z,7,LATE_CHECKIN
Vikram Reddy,Manesar Cluster,2026-06-22T04:35:00.000Z,2026-06-22T11:35:00.000Z,7,LATE_CHECKIN
Ankit Kumar,Delhi NCR Cluster,2026-06-22T04:26:00.000Z,2026-06-22T11:26:00.000Z,7,ON_TIME
Simran Reddy,Faridabad Cluster,2026-06-22T04:16:00.000Z,2026-06-22T13:16:00.000Z,9,ON_TIME
Varun Pillai,Unassigned,2026-06-22T04:06:00.000Z,2026-06-22T16:06:00.000Z,12,OVERTIME
Ishaan Singh,Faridabad Cluster,2026-06-22T03:53:00.000Z,2026-06-22T11:53:00.000Z,8,ON_TIME
Karan Kapoor,Gurgaon Solution Cluster,2026-06-22T03:46:00.000Z,2026-06-22T07:46:00.000Z,4,MISSED_CHECKOUT
Prashant Chauhan,Faridabad Cluster,2026-06-22T03:43:00.000Z,2026-06-22T11:43:00.000Z,8,ON_TIME
Rahul Gupta,Unassigned,2026-06-22T03:38:00.000Z,2026-06-22T14:38:00.000Z,11,OVERTIME
Harsh Saxena,Faridabad Cluster,2026-06-22T03:37:00.000Z,2026-06-22T12:37:00.000Z,9,ON_TIME
Deepika Iyer,Noida Cluster,2026-06-22T03:36:00.000Z,2026-06-22T10:36:00.000Z,7,ON_TIME
Varun Malhotra,Unassigned,2026-06-22T03:36:00.000Z,2026-06-22T11:36:00.000Z,8,ON_TIME
Meera Mehta,Faridabad Cluster,2026-06-22T03:34:00.000Z,2026-06-22T11:34:00.000Z,8,ON_TIME
Swati Chauhan,Manesar Cluster,2026-06-21T06:15:00.000Z,2026-06-21T14:15:00.000Z,8,LATE_CHECKIN
Prashant Chauhan,Gurgaon Solution Cluster,2026-06-21T05:53:00.000Z,2026-06-21T16:53:00.000Z,11,LATE_CHECKIN
Diya Verma,Delhi NCR Cluster,2026-06-21T05:51:00.000Z,2026-06-21T16:51:00.000Z,11,LATE_CHECKIN
Karan Kapoor,Delhi NCR Cluster,2026-06-21T05:44:00.000Z,2026-06-21T12:44:00.000Z,7,LATE_CHECKIN
Rahul Ghosh,Delhi NCR Cluster,2026-06-21T05:25:00.000Z,2026-06-21T16:25:00.000Z,11,LATE_CHECKIN
Swati Ghosh,Unassigned,2026-06-21T05:25:00.000Z,2026-06-21T13:25:00.000Z,8,LATE_CHECKIN
Simran Verma,Unassigned,2026-06-21T05:18:00.000Z,2026-06-21T14:18:00.000Z,9,LATE_CHECKIN
Meera Mehta,Gurgaon Solution Cluster,2026-06-21T05:18:00.000Z,2026-06-21T14:18:00.000Z,9,LATE_CHECKIN
Harsh Saxena,Unassigned,2026-06-21T05:12:00.000Z,2026-06-21T14:12:00.000Z,9,LATE_CHECKIN
Harsh Chauhan,Manesar Cluster,2026-06-21T05:12:00.000Z,2026-06-21T13:12:00.000Z,8,LATE_CHECKIN
Divya Agarwal,Delhi NCR Cluster,2026-06-21T05:05:00.000Z,2026-06-21T13:05:00.000Z,8,LATE_CHECKIN
Neha Chauhan,Gurgaon Solution Cluster,2026-06-21T05:04:00.000Z,2026-06-21T13:04:00.000Z,8,LATE_CHECKIN
Deepika Iyer,Unassigned,2026-06-21T05:03:00.000Z,2026-06-21T11:03:00.000Z,6,LATE_CHECKIN
Gaurav Pillai,Unassigned,2026-06-21T05:03:00.000Z,2026-06-21T12:03:00.000Z,7,LATE_CHECKIN
Vikram Reddy,Faridabad Cluster,2026-06-21T04:58:00.000Z,2026-06-21T12:58:00.000Z,8,LATE_CHECKIN
Rahul Gupta,Faridabad Cluster,2026-06-21T04:52:00.000Z,2026-06-21T10:52:00.000Z,6,LATE_CHECKIN
Varun Pillai,Unassigned,2026-06-21T04:24:00.000Z,2026-06-21T13:24:00.000Z,9,ON_TIME
Varun Malhotra,Manesar Cluster,2026-06-21T04:18:00.000Z,2026-06-21T13:18:00.000Z,9,ON_TIME
Ishaan Singh,Gurgaon Solution Cluster,2026-06-21T04:10:00.000Z,2026-06-21T13:10:00.000Z,9,ON_TIME
Shreya Pillai,Manesar Cluster,2026-06-21T04:07:00.000Z,2026-06-21T11:07:00.000Z,7,ON_TIME
Swati Tiwari,Manesar Cluster,2026-06-21T04:06:00.000Z,,,MISSED_CHECKOUT
Simran Reddy,Gurgaon Solution Cluster,2026-06-21T04:05:00.000Z,2026-06-21T14:05:00.000Z,10,OVERTIME
Ankit Kumar,Unassigned,2026-06-21T04:02:00.000Z,,,MISSED_CHECKOUT
Harsh Chatterjee,Delhi NCR Cluster,2026-06-21T03:46:00.000Z,2026-06-21T10:46:00.000Z,7,ON_TIME
Harsh Chatterjee,Unassigned,2026-06-20T06:24:00.000Z,2026-06-20T13:24:00.000Z,7,LATE_CHECKIN
Rahul Ghosh,Unassigned,2026-06-20T06:18:00.000Z,,,LATE_CHECKIN
Varun Pillai,Noida Cluster,2026-06-20T06:01:00.000Z,2026-06-20T12:01:00.000Z,6,LATE_CHECKIN
Swati Chauhan,Gurgaon Solution Cluster,2026-06-20T05:58:00.000Z,2026-06-20T12:58:00.000Z,7,LATE_CHECKIN
Vikram Reddy,Manesar Cluster,2026-06-20T05:37:00.000Z,2026-06-20T14:37:00.000Z,9,LATE_CHECKIN
Deepika Iyer,Delhi NCR Cluster,2026-06-20T05:37:00.000Z,2026-06-20T14:37:00.000Z,9,LATE_CHECKIN
Rahul Gupta,Faridabad Cluster,2026-06-20T05:32:00.000Z,2026-06-20T11:32:00.000Z,6,LATE_CHECKIN
Ritu Malhotra,Gurgaon Solution Cluster,2026-06-20T05:15:00.000Z,2026-06-20T13:15:00.000Z,8,LATE_CHECKIN
Karan Kapoor,Gurgaon Solution Cluster,2026-06-20T05:05:00.000Z,2026-06-20T13:05:00.000Z,8,LATE_CHECKIN
Meera Mehta,Delhi NCR Cluster,2026-06-20T05:05:00.000Z,2026-06-20T13:05:00.000Z,8,LATE_CHECKIN
Prashant Chauhan,Delhi NCR Cluster,2026-06-20T04:59:00.000Z,2026-06-20T12:59:00.000Z,8,LATE_CHECKIN
Simran Reddy,Faridabad Cluster,2026-06-20T04:55:00.000Z,2026-06-20T09:55:00.000Z,5,LATE_CHECKIN
Harsh Saxena,Delhi NCR Cluster,2026-06-20T04:50:00.000Z,2026-06-20T12:50:00.000Z,8,LATE_CHECKIN
Divya Agarwal,Delhi NCR Cluster,2026-06-20T04:25:00.000Z,2026-06-20T11:25:00.000Z,7,ON_TIME
Neha Chauhan,Gurgaon Solution Cluster,2026-06-20T04:24:00.000Z,,,MISSED_CHECKOUT
Gaurav Pillai,Gurgaon Solution Cluster,2026-06-20T04:14:00.000Z,2026-06-20T11:14:00.000Z,7,ON_TIME
Ankit Kumar,Delhi NCR Cluster,2026-06-20T04:14:00.000Z,2026-06-20T10:14:00.000Z,6,MISSED_CHECKOUT
Shreya Pillai,Noida Cluster,2026-06-20T04:13:00.000Z,2026-06-20T12:13:00.000Z,8,ON_TIME
Varun Malhotra,Delhi NCR Cluster,2026-06-20T03:53:00.000Z,2026-06-20T07:53:00.000Z,4,MISSED_CHECKOUT
Swati Tiwari,Manesar Cluster,2026-06-20T03:37:00.000Z,2026-06-20T10:37:00.000Z,7,ON_TIME
Ankit Kumar,Delhi NCR Cluster,2026-06-19T06:24:00.000Z,,,LATE_CHECKIN
Swati Tiwari,Unassigned,2026-06-19T05:57:00.000Z,2026-06-19T13:57:00.000Z,8,LATE_CHECKIN
Rahul Gupta,Unassigned,2026-06-19T05:57:00.000Z,2026-06-19T14:57:00.000Z,9,LATE_CHECKIN
Harsh Chauhan,Manesar Cluster,2026-06-19T05:54:00.000Z,2026-06-19T09:54:00.000Z,4,LATE_CHECKIN
Varun Malhotra,Delhi NCR Cluster,2026-06-19T05:54:00.000Z,2026-06-19T14:54:00.000Z,9,LATE_CHECKIN
Harsh Chatterjee,Faridabad Cluster,2026-06-19T05:50:00.000Z,2026-06-19T14:50:00.000Z,9,LATE_CHECKIN
Shreya Pillai,Unassigned,2026-06-19T05:46:00.000Z,2026-06-19T13:46:00.000Z,8,LATE_CHECKIN
Ritu Malhotra,Noida Cluster,2026-06-19T05:39:00.000Z,,,LATE_CHECKIN
Varun Pillai,Faridabad Cluster,2026-06-19T05:36:00.000Z,2026-06-19T14:36:00.000Z,9,LATE_CHECKIN
Gaurav Pillai,Unassigned,2026-06-19T05:31:00.000Z,2026-06-19T12:31:00.000Z,7,LATE_CHECKIN
Swati Chauhan,Manesar Cluster,2026-06-19T05:29:00.000Z,2026-06-19T13:29:00.000Z,8,LATE_CHECKIN
Rahul Ghosh,Unassigned,2026-06-19T05:21:00.000Z,2026-06-19T14:21:00.000Z,9,LATE_CHECKIN
Ishaan Singh,Gurgaon Solution Cluster,2026-06-19T05:17:00.000Z,2026-06-19T13:17:00.000Z,8,LATE_CHECKIN
Harsh Saxena,Faridabad Cluster,2026-06-19T04:54:00.000Z,2026-06-19T16:54:00.000Z,12,LATE_CHECKIN
Simran Verma,Delhi NCR Cluster,2026-06-19T04:53:00.000Z,2026-06-19T12:53:00.000Z,8,LATE_CHECKIN
Divya Agarwal,Delhi NCR Cluster,2026-06-19T04:46:00.000Z,2026-06-19T13:46:00.000Z,9,LATE_CHECKIN
Neha Chauhan,Noida Cluster,2026-06-19T04:29:00.000Z,2026-06-19T12:29:00.000Z,8,ON_TIME
Simran Reddy,Faridabad Cluster,2026-06-19T03:55:00.000Z,2026-06-19T07:55:00.000Z,4,MISSED_CHECKOUT
Deepika Iyer,Manesar Cluster,2026-06-19T03:54:00.000Z,,,MISSED_CHECKOUT
Meera Mehta,Delhi NCR Cluster,2026-06-19T03:37:00.000Z,2026-06-19T14:37:00.000Z,11,OVERTIME
Prashant Chauhan,Faridabad Cluster,2026-06-19T03:32:00.000Z,2026-06-19T10:32:00.000Z,7,ON_TIME
